City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (1hr),Snow (1hr)
466,Jaisalmer,IN,2020-05-11 00:15:52,26.91,70.92,81.77,57,0,12.93,clear sky,0.0,0.0
467,Antofagasta,CL,2020-05-11 00:15:52,-23.65,-70.4,60.8,82,75,12.75,broken clouds,0.0,0.0
468,Iqaluit,CA,2020-05-11 00:15:52,63.75,-68.51,26.6,63,75,26.4,broken clouds,0.0,0.0
469,Kommunisticheskiy,RU,2020-05-11 00:15:52,61.68,64.48,54.54,71,0,5.86,clear sky,0.0,0.0
470,Grand Gaube,MU,2020-05-11 00:15:53,-20.01,57.66,68.0,69,66,1.99,broken clouds,0.0,0.0
471,Kirakira,SB,2020-05-11 00:15:53,-10.45,161.92,86.25,68,1,6.93,clear sky,0.0,0.0
472,Placerville,US,2020-05-11 00:15:53,38.73,-120.8,80.01,35,1,6.93,clear sky,0.0,0.0
473,Juneau,US,2020-05-11 00:15:53,58.3,-134.42,73.4,42,40,10.29,scattered clouds,0.0,0.0
474,Alta,NO,2020-05-11 00:15:53,69.97,23.27,32.0,90,26,3.36,scattered clouds,0.0,0.0
475,Inta,RU,2020-05-11 00:15:53,66.03,60.17,36.12,94,25,4.97,scattered clouds,0.0,0.0
476,Santa Isabel,BR,2020-05-11 00:15:53,-23.32,-46.22,66.2,77,0,3.36,clear sky,0.0,0.0
477,Kindu,CD,2020-05-11 00:15:54,-2.95,25.95,70.72,97,99,0.65,overcast clouds,0.0,0.0
478,Dzhebariki-Khaya,RU,2020-05-11 00:15:54,62.22,135.8,39.65,79,93,1.54,overcast clouds,0.0,0.0
479,Rundu,NA,2020-05-11 00:15:54,-17.93,19.77,64.4,52,71,4.7,broken clouds,0.0,0.0
480,Ubinskoye,RU,2020-05-11 00:15:54,55.31,79.68,59.32,60,0,6.53,clear sky,0.0,0.0
481,Falun,SE,2020-05-11 00:15:54,60.6,15.63,34.0,80,95,11.41,overcast clouds,0.0,0.0
482,Caala,AO,2020-05-11 00:15:54,-12.85,15.56,58.32,76,91,1.36,overcast clouds,0.0,0.0
483,Bar Harbor,US,2020-05-11 00:12:14,44.39,-68.2,46.4,42,20,13.87,few clouds,0.0,0.0
484,Luanda,AO,2020-05-11 00:15:45,-8.84,13.23,80.6,88,40,2.24,scattered clouds,0.0,0.0
485,Chiredzi,ZW,2020-05-11 00:15:54,-21.05,31.67,57.33,84,1,2.1,clear sky,0.0,0.0
486,Bilma,NE,2020-05-11 00:15:54,18.69,12.92,83.52,12,2,8.21,clear sky,0.0,0.0
487,Nsanje,MW,2020-05-11 00:15:55,-16.92,35.26,64.33,93,86,1.86,overcast clouds,0.0,0.0
488,Buala,SB,2020-05-11 00:15:55,-8.14,159.59,85.51,71,83,6.08,light rain,0.59,0.0
489,Batagay-Alyta,RU,2020-05-11 00:15:55,67.8,130.41,27.45,94,87,7.85,overcast clouds,0.0,0.0
490,Awbari,LY,2020-05-11 00:15:55,26.59,12.78,84.27,14,15,12.19,few clouds,0.0,0.0
491,Partizanskoye,RU,2020-05-11 00:15:55,55.5,94.39,58.19,65,63,3.71,broken clouds,0.0,0.0
492,Yashkul,RU,2020-05-11 00:15:55,46.17,45.34,52.03,74,14,13.89,few clouds,0.0,0.0
493,Dharchula,IN,2020-05-11 00:15:55,29.85,80.53,57.42,56,58,6.93,broken clouds,0.0,0.0
494,Beloha,MG,2020-05-11 00:15:55,-25.17,45.05,64.09,82,0,11.83,clear sky,0.0,0.0
495,Foumban,CM,2020-05-11 00:15:55,5.73,10.9,64.62,97,81,3.09,light rain,0.28,0.0
496,Chapais,CA,2020-05-11 00:15:56,49.78,-74.85,28.4,86,90,14.99,light snow,0.0,0.0
497,Manavalakurichi,IN,2020-05-11 00:15:56,8.13,77.3,80.6,94,75,3.36,mist,0.0,0.0
498,Abalak,RU,2020-05-11 00:15:56,58.13,68.59,59.0,75,100,2.24,light rain,0.65,0.0
499,Tual,ID,2020-05-11 00:15:56,-5.67,132.75,83.14,80,96,19.3,overcast clouds,0.0,0.0
500,Douglas,US,2020-05-11 00:15:56,41.3,-96.17,54.0,32,1,13.87,clear sky,0.0,0.0
501,Bentiu,SS,2020-05-11 00:15:56,9.23,29.83,83.79,58,35,3.09,scattered clouds,0.0,0.0
502,Casas Grandes,MX,2020-05-11 00:15:56,30.37,-107.95,80.92,20,83,14.07,broken clouds,0.0,0.0
503,Miandoab,IR,2020-05-11 00:15:57,36.97,46.1,47.46,67,26,3.76,scattered clouds,0.0,0.0
504,Loreto,MX,2020-05-11 00:15:57,22.27,-101.97,76.26,24,41,11.16,scattered clouds,0.0,0.0
505,Votkinsk,RU,2020-05-11 00:15:57,57.05,53.99,48.99,78,95,3.8,overcast clouds,0.0,0.0
506,Parapotamos,GR,2020-05-11 00:15:58,39.55,20.32,57.99,76,40,3.31,scattered clouds,0.0,0.0
507,Polyarnyy,RU,2020-05-11 00:15:58,69.2,33.45,32.0,95,75,15.66,light shower snow,0.0,0.0
508,Verkhoyansk,RU,2020-05-11 00:15:58,67.54,133.38,31.69,96,100,6.15,overcast clouds,0.0,0.0
509,Candolim,IN,2020-05-11 00:15:58,15.52,73.76,81.05,79,86,8.79,overcast clouds,0.0,0.0
510,Guhagar,IN,2020-05-11 00:15:58,17.48,73.19,79.61,79,20,6.93,few clouds,0.0,0.0
511,Yenisehir,TR,2020-05-11 00:15:58,40.26,29.65,51.8,71,100,1.12,overcast clouds,0.0,0.0
512,Bara,NG,2020-05-11 00:15:58,10.37,10.73,84.6,57,0,10.56,clear sky,0.0,0.0
513,Visnes,NO,2020-05-11 00:15:59,59.36,5.22,39.2,69,14,26.4,few clouds,0.0,0.0
514,Jamnagar,IN,2020-05-11 00:15:59,22.47,70.07,78.96,90,4,7.83,clear sky,0.0,0.0
515,Puerto Ayacucho,VE,2020-05-11 00:15:59,5.66,-67.62,81.46,74,96,3.44,overcast clouds,0.0,0.0
516,Phichit,TH,2020-05-11 00:15:59,16.25,100.42,84.2,79,20,3.36,few clouds,0.0,0.0
517,Wewak,PG,2020-05-11 00:15:59,-3.55,143.63,84.33,75,98,7.36,moderate rain,1.07,0.0
518,Chandler,US,2020-05-11 00:15:59,33.31,-111.84,100.0,13,75,8.05,broken clouds,0.0,0.0
519,Ulaanbaatar,MN,2020-05-11 00:13:49,47.91,106.88,48.2,31,20,2.24,few clouds,0.0,0.0
520,Santa Marta,CO,2020-05-11 00:15:59,11.24,-74.2,91.99,62,6,14.79,clear sky,0.0,0.0
521,Donskoye,RU,2020-05-11 00:16:00,45.46,41.97,48.2,77,29,15.66,scattered clouds,0.0,0.0
522,Bowen,AU,2020-05-11 00:16:00,-20.02,148.23,75.0,73,1,6.93,clear sky,0.0,0.0
523,Latung,PH,2020-05-11 00:16:00,5.5,120.88,84.06,72,100,4.18,overcast clouds,0.0,0.0
524,Koungou,YT,2020-05-11 00:16:00,-12.73,45.2,80.6,78,40,8.05,scattered clouds,0.0,0.0
525,Sur,OM,2020-05-11 00:16:01,22.57,59.53,84.76,39,0,6.69,clear sky,0.0,0.0
526,Desaguadero,PE,2020-05-11 00:16:01,-16.57,-69.04,48.94,55,59,3.29,light rain,0.11,0.0
527,San Vicente,AR,2020-05-11 00:16:01,-26.62,-54.13,66.76,70,9,5.95,clear sky,0.0,0.0
528,Longonjo,AO,2020-05-11 00:16:01,-12.91,15.25,61.45,68,94,0.36,overcast clouds,0.0,0.0
529,Arkadelphia,US,2020-05-11 00:16:01,34.12,-93.05,71.6,53,75,4.7,broken clouds,0.0,0.0
530,Sabha,LY,2020-05-11 00:16:01,27.04,14.43,81.32,15,27,11.12,scattered clouds,0.0,0.0
531,Russkaya Polyana,UA,2020-05-11 00:16:01,49.42,31.92,50.88,86,0,4.56,clear sky,0.0,0.0
532,Derzhavinsk,KZ,2020-05-11 00:16:02,51.1,66.32,62.58,67,0,6.08,clear sky,0.0,0.0
533,Bonavista,CA,2020-05-11 00:16:02,48.65,-53.11,35.83,83,92,25.14,overcast clouds,0.0,0.0
534,Kopanskaya,RU,2020-05-11 00:16:02,46.28,38.48,57.04,78,99,19.53,light rain,0.3,0.0
535,Bamiantong,CN,2020-05-11 00:16:02,44.93,130.53,54.37,68,79,16.15,broken clouds,0.0,0.0
536,Chokwe,MZ,2020-05-11 00:16:02,-24.53,32.98,61.3,84,0,2.53,clear sky,0.0,0.0
537,Flinders,AU,2020-05-11 00:16:03,-34.58,150.86,61.0,51,0,4.0,clear sky,0.0,0.0
538,Biltine,TD,2020-05-11 00:16:03,14.53,20.92,82.35,14,0,11.95,clear sky,0.0,0.0
539,Namatanai,PG,2020-05-11 00:16:03,-3.67,152.43,86.38,68,83,6.55,broken clouds,0.0,0.0
540,Tuatapere,NZ,2020-05-11 00:16:03,-46.13,167.68,56.17,73,100,3.76,overcast clouds,0.0,0.0
541,Si Sa Ket,TH,2020-05-11 00:16:03,15.11,104.33,87.01,68,75,1.99,moderate rain,3.24,0.0
542,Mozarlandia,BR,2020-05-11 00:16:03,-14.74,-50.57,73.62,78,15,3.98,few clouds,0.0,0.0
543,Santa Rosalia,MX,2020-05-11 00:16:03,27.32,-112.28,81.54,39,31,3.8,scattered clouds,0.0,0.0
544,Roald,NO,2020-05-11 00:16:03,62.58,6.13,36.0,76,57,4.7,broken clouds,0.0,0.0
545,Oksfjord,NO,2020-05-11 00:16:03,70.24,22.35,32.0,87,59,3.36,broken clouds,0.0,0.0
546,Tautira,PF,2020-05-11 00:16:03,-17.73,-149.15,89.6,62,76,4.7,light rain,0.12,0.0
547,Richards Bay,ZA,2020-05-11 00:16:03,-28.78,32.04,63.57,86,0,8.52,clear sky,0.0,0.0
548,Lazaro Cardenas,MX,2020-05-11 00:12:59,17.96,-102.2,82.98,65,0,10.58,clear sky,0.0,0.0
549,Wasilla,US,2020-05-11 00:16:04,61.58,-149.44,68.0,31,1,5.82,clear sky,0.0,0.0
550,Lalmohan,BD,2020-05-11 00:16:04,22.34,90.74,84.51,70,0,3.24,clear sky,0.0,0.0
551,Inhambane,MZ,2020-05-11 00:16:04,-23.86,35.38,68.7,78,30,7.47,scattered clouds,0.0,0.0
552,San Policarpo,PH,2020-05-11 00:16:04,12.18,125.51,84.09,77,100,8.68,overcast clouds,0.0,0.0
553,Yerbogachen,RU,2020-05-11 00:16:04,61.28,108.01,36.19,76,55,9.69,broken clouds,0.0,0.0
554,Shimoda,JP,2020-05-11 00:16:04,34.67,138.95,69.8,83,75,18.34,broken clouds,0.0,0.0
555,Kibre Mengist,ET,2020-05-11 00:16:05,5.88,38.98,58.48,96,100,1.01,overcast clouds,0.0,0.0
556,Kolondieba,ML,2020-05-11 00:16:05,11.09,-6.89,82.87,63,95,6.11,overcast clouds,0.0,0.0
